true_code,text,predicted_code,similarity_score,predicted,in_top_5
M4320,L5 interbody spinal fusion,M4327,0.9214057,0,0
N23,left ureteral colic,K51512,0.9362811,0,0
R4701,hemiplegia as well as aphasia,R4701,0.9517268,1,1
M869,osteomyelitis of the third digit,M868X4,0.9332024,0,0
F329,"Major depressive disorder, single episode",F320,0.9813276,0,1
R0902,Hypoxia due to asthma,I2723,0.94283444,0,0
K254,GI bleed,K2101,0.92582154,0,0
W19XXXA,hip since his initial fall,S72124S,0.9189063,0,0
E860,"Dehydration clinical , 2 Hyponatremia ",E860,0.9393875,1,1
D72829,"leukocytosis, tachycardia ",R000,0.9112595,0,0
C7651,osteosarcoma in the right knee,M89571,0.93710494,0,0
R4182,Altered mentation secondary to hypoxia,P9161,0.91773474,0,0
E119,diabetic presents wtih posterior,E103413,0.87911344,0,0
K5900,Generalized abd painsec to Constipation,R1084,0.9259135,0,0
R079,inferior CP,H50631,0.88783324,0,0
I2510,CAD involving the large vessels,I70248,0.90531003,0,0
I959,Hypotension - likely from infection,I952,0.9344215,0,0
D696,"Thrombocytopenia, most likely related to sepsis",A4151,0.9278993,0,0
N390,UTI caused by the bacteremia,R7881,0.93584,0,0
M79652,bilateral thigh pain,M79652,0.95833623,1,1
M1990,Arthritis [knees and legs,M05662,0.94452363,0,0
R7881,bacteremia his left ankle,M00872,0.938132,0,1
U071,EXACERBATION OF COVID PNEUMONIA,J441,0.92814904,0,0
R062,wheezings,R062,0.9971261,1,1
M868X7,Osteomyelitis of Right Foot,H05021,0.97172946,0,0
D72819,leukopenia:- Patient Continue to have fever,R502,0.9024651,0,0
K3580,COMPLICATIONS:acute Appendicitis,I238,0.9371437,0,0
N201,multiple distal ureteral calculi,N132,0.9288018,0,1
K5792,connective tissue disorder diverticulitis,M368,0.9272894,0,0
U071,"COVID pneumonia, currently on symptomatic",J1282,0.9075484,0,0
Z87438,intermittent chronic prostatitis requiring long-term oral,N411,0.93945336,0,0
U071,hypoxia Covid related pneumonia,J1281,0.92481834,0,0
T2111XA,first degree burn to chest wall,T2111XD,0.9796215,0,1
Q899,Congenital malformation of the heart,Q767,0.9647337,0,0
Z8709,Right spontaneous pneumothorax,J9311,0.9555184,0,0
R1110,vomiting and she is unable to tolerate oral,R1111,0.9095613,0,0
M79606,both legs painful,M79605,0.9364035,0,0
M79673,foot was a little painful,M79672,0.9107499,0,1
R0600,Dyspnea likey from Asthma exacerbation,R0609,0.91448104,0,0
O4690,hemorrhagic,P53,0.93091565,0,0
J189,pneumonia with Klebsiella,J150,0.97609645,0,0
R109,"abdominal pain, cholelithiasis ",K8067,0.93254066,0,0
R509,"fever, dyspnea.",R0609,0.92080027,0,0
C7642,"neoplasm, left shoulder",C4912,0.9689762,0,0
M5126,L4-L5 disk herniation,S33141D,0.9401109,0,0
M1990,"arthritis, pneumothorax.",M0018,0.91745853,0,0
I700,aortic calcification,I700,0.93467534,1,1
M2450,dorsal contracture,A5211,0.9005791,0,0
K469,right abdomen hernia,N8341,0.9302639,0,0
J189,infection in the lung,T86812,0.9433055,0,0
R32,Urinary incontinence [Has had Bladder,R3981,0.91512626,0,0
Z992,"Acute renal failure, hemodialysis.",N178,0.942563,0,0
E861,hyponatremia hypovolemia,E871,0.9609131,0,1
R109,pain is mid abdomen,R10815,0.9114851,0,0
M1990,"osteoarthritis, atrial",M169,0.9341463,0,0
S01511A,Laceration lip,S01521D,0.9407109,0,0
K559,"ischemic colitis, gi bleed ",K50011,0.9212562,0,0
F4320,"grief reaction, anxiety ",F4381,0.9078486,0,0
M542,neck pain that believe is musculoskeletal,R2991,0.91404414,0,0
M869,osteomyelitis on the left great toe,M86072,0.95064884,0,0
M79605,pain in her left leg,M79605,0.994442,1,1
K819,pancreatic cholecystitis,K810,0.9413578,0,0
J069,Methicillin-resistant staphylococcus aureus upper respiratory infection,J15212,0.95786655,0,0
E785,"dyslipidemia, CVA.",I2583,0.9047356,0,0
C761,malignancy based on the CTA chest,C33,0.92625976,0,1
I959,hypotension tachycardia,I953,0.9420903,0,0
M726,Necrotizing fasciitis as well as skin and soft tissue,M726,0.95299584,1,1
I2699,right lobar branch pulmonary embolism,I82431,0.91574275,0,0
K5792,"diverticulitis, other colitis ",K5740,0.9505831,0,0
M869,left heel and great toe osteomyelitis,M86072,0.94868994,0,0
I739,"severe peripheral vascular disease, the patient needed Vascular",I7389,0.9242341,0,1
Z9181,fall in June where he received a right calf,L02425,0.88839084,0,0
F319,Bipolar disorder Urinary tract infection,F3181,0.92785877,0,0
J441,exacerbation of her COPD,J441,0.9488129,1,1
K117,Xerostomia,L853,0.9387733,0,0
M25539,hand/wrist pain,M25532,0.9638169,0,0
R300,"dysuria, diarrhea.",R300,0.9701518,1,1
E119,DM2 for 20 years uncontrolled,O24430,0.9057971,0,0
G8190,"hemiplegia, cognitive deficit ",I69859,0.9339005,0,0
Z87820,Head  trauma,S090XXA,0.91952336,0,0
K30,indigestion BARICITINIB TAB 2MG [GEQ: OLUMIANT]  4MG PO DAILY x14days   ACTIVE BENZOCAINE-MENTHOL 15MG-3.6MG LOZENGE  1 LOZENGE PO Q3H     ACTIVE PRN for sore throat,T485X6A,0.8946068,0,0
Z87891,quit smoking few months back,Z87891,0.887045,1,1
R945,abnormal liver function,R945,0.9757836,1,1
N10,"pyelonephritis, acute",N10,0.9902983,1,1
D649,anemia for which she was admitted to the hospital for PRBC transfusion,E83111,0.90628713,0,0
D649,anemia thrombocytopenia,O368229,0.9381214,0,0
L03115,Cellulitis to right knee,L03115,0.96928453,1,1
G8190,hemiplegia affecting left nondominant side,G8114,0.9900791,0,0
S0093XA,contusion head and face,S0083XD,0.9483528,0,0
L03116,cellulitis of her left lower extremity,L03116,0.9922441,1,1
R0602,shortness of breath and noted to have the chest,R0602,0.93852484,1,1
J929,pleural thickening of the right thorax,C450,0.9239458,0,0
I4891,a fib - rate controlled,S82451F,0.8898809,0,0
G5790,neuropathy to the legs,G5703,0.931497,0,0
M5136,severe degenerative disc disease,M5001,0.9227276,0,0
R6521,septic shock was urinary tract infection,R6521,0.930617,1,1
D649,low (anemia,Z596,0.92022765,0,0
T8132XA,Traumatic surgical wound dehiscence,T81321A,0.92681384,0,0
E278,Bilateral adrenal hyperplasia,D3502,0.9347671,0,0
F419,"anxiety, breast",N6459,0.9200027,0,0
F1910,drug abuse who was admitted for cellulitis,L03211,0.90837365,0,0
K5732,Acute sigmoid diverticulitis with perforation,K5721,0.9518301,0,0
A491,complicated Strep,R5601,0.89500237,0,0
R319,"hematuria, nausea.",R110,0.945412,0,0
M50322,disk disease with retrolisthesis at the C5-C6,M50123,0.9431083,0,0
I82409,"Deep venous thrombosis in the left popliteal, posterior tibial, and peroneal veins",I80201,0.95835304,0,0
L8992,Stage 2 ulcer,L89892,0.9602058,0,1
N170,AKI 2/2 ATN,N182,0.9183724,0,0
R0902,mild hypoxemia,R0902,0.9491893,1,1
K5792,mild descending colon diverticulitis,K5700,0.93080014,0,0
L0390,Cellulitis in right abdomen,L03111,0.96610224,0,0
E669,obese male who is hypertensive,I110,0.92203057,0,0
R4182,Acute Altered Mental State,R4182,0.9365037,1,1
E119,DIABETES MELLITUS UNCONTROLLED TYPE 2,E1165,0.94497156,0,1
R112,nausea and vomiting symptoms needs to be controlled,R1111,0.9276,0,1
R1013,Diabetic male presents for epigastric pain,R1013,0.9357222,1,1
J189,mycobacterial pneumonia,A310,0.9608311,0,0
U071,pneumonia such as Covid,J1281,0.9462234,0,0
J811,Bilateral pulmonary opacities may be related to pulmonary edema,H18213,0.92983246,0,0
I880,mesenteric lymphadenitis,I880,0.9643366,1,1
M4800,Lumbar radiculopathy- spinal stenosis,M5416,0.9610496,0,0
H7290,perforated tympanic membrane,H722X1,0.93777627,0,0
F329,depression BIB EMS for alcohol abuse,F1014,0.91161954,0,0
L719,"Rosacea, clinically stable",H10823,0.9230264,0,1
R1310,Dysphagia with encephalopathy,I69891,0.9182929,0,0
J0390,acute tonsillitis,J0390,0.9627309,1,1
I2699,BILATERAL LOWER LOBE PULMONARY EMBOLISM,I82493,0.9445963,0,0
E119,"DM (off meds), comes to er for fever",R502,0.91455495,0,0
B999,opportunistic infection in right lung,A310,0.92565763,0,0
R079,Chest pain secondary to hypertension,I2722,0.9308063,0,0
J9811,atelectasis as well as some evidence of pneumonia,J9811,0.9487241,1,1
L299,pruritus to RLE,L292,0.91754913,0,0
T402X1A,MORPHINE,F1114,0.90856147,0,0
I739,peripheral vascular disease as a cause of his wound,E0852,0.9268421,0,0
D649,acute blood loss anmeia,D500,0.918203,0,0
K5900,constipated and last bowel,K581,0.9119324,0,0
K56609,"small-bowel obstruction, currently stable",K50012,0.9184952,0,0
I10,HTN admitted with acute,I5023,0.9127394,0,0
Z8631,chronic diabetic foot ulcer,E11621,0.93701065,0,0
R509,fever neck,A932,0.9117964,0,1
E878,electrolyte imbalance as well as multiple,E878,0.9187247,1,1
N19,renal failure secondary to acute tubular necrosis,N170,0.9848581,0,0
L0201,abscess being on her face,K750,0.94713414,0,1
J441,COPD exacerbation and a pulmonary,J441,0.9580568,1,1
I5020,CHF with systolic dysfunction,I5022,0.9378827,0,0
D649,Anemia kidney disease,D631,0.982455,0,0
K259,superficial gastric ulcers,K2931,0.94548196,0,0
R509,fever until yesterday when he started having fever,R5081,0.92221427,0,1
N200,LEFT RENAL CALCULI,N200,0.9273405,1,1
I10,primary hypertension,I270,0.96991074,0,1
G238,basal ganglia calcification,G233,0.9205594,0,1
K8591,necrotizing pancreatitis,M726,0.94079304,0,0
G10,Huntington's disease,G10,1.0000001,1,1
D649,"anemia, there are some changes in her kidney",D631,0.9485484,0,0
E6601,morbidly obese and has a body,E6601,0.9408461,1,1
N289,kidney disease including the dialysis,E1022,0.9457093,0,0
W19XXXA,fall requiring ORIF of L femur,M96662,0.9156908,0,0
R7989,elevated troponin is most likely related to dyspnea,J9587,0.91586494,0,0
N182,CKD stage 2,N181,0.96232384,0,1
I2699,pulmonary embolism refused anticoagulation,O072,0.91605383,0,0
L8990,multiple right foot pressure ulcer,L97518,0.9327307,0,0
M869,osteomyelitis and equinus of the left lower extremity,M86072,0.9530193,0,0
R945,Elevated liver enzymes pt w/alcoholic cirrhosis,R7401,0.9312401,0,1
R001,Mild sinus bradycardia,P2912,0.9117039,0,0
J1289,"COVID-19 pneumonia, Hypoxia ",U071,0.9168288,0,0
M5136,severe disk disease,F72,0.91937333,0,0
G309,advanced Alzheimer,G300,0.922139,0,1
N184,CKD 4 diabetic nephropathy,E1121,0.951217,0,0
N139,Urinary tract obstruction,N320,0.94591117,0,0
G8194,Left hemiplegia,I69352,0.9542339,0,0
A491,primary location of the Strep,A491,0.89451355,1,1
R000,tachycardia with first-degree,I440,0.93676865,0,0
E43,"Severe protein calorie malnutrition, needed nutritional consult.",E640,0.9360135,0,1
E440,Malnutrition: Moderate,E440,0.95998216,1,1
M179,OA of L knee,M170,0.9222972,0,1
M79605,pain discomfort of the left leg,M79605,0.97701925,1,1
R252,"spasm, n omidline pain ",R252,0.91799265,1,1
Z8739,osteomyelitis involving the right foot,M86171,0.96620715,0,0
I10,"htn, edema ",J384,0.92543256,0,0
C801,primary carcinoma,C7981,0.9307431,0,0
T162XXA,Foreign body was removed in left ear,T162XXD,0.9554306,0,1
M7989,"foot, bruising and swelling",S93525S,0.9166473,0,0
Z8572,lymphoma on IV chemo,C822A,0.8993077,0,0
K819,vascular cholecystitis,K810,0.9188092,0,0
M7989,Severe swelling left leg,M79605,0.93750054,0,0
S40012A,contusion to right hip and left shoulder,S40011D,0.9647434,0,0
J90,"left pleural effusion, left lower lobe",M25462,0.9376206,0,0
R000,tachycardia as well as abdominal,R140,0.9169711,0,1
K589,Irritable bowel syndrome,K580,0.97501093,0,1
E785,"HLD, dementia ",F02B0,0.9136662,0,0
R6510,systemic inflammatory response syndrome from the pneumonia,R6511,0.9496997,0,1
J1282,"COVID PNA, HYPOXIA ",P9163,0.8898469,0,0
S329XXA,Left pelvis fracture,S32592B,0.9417828,0,0
R109,abdominal pain at the umbilical,R1013,0.9248264,0,0
K2970,stomach will tx as gastritis,K2901,0.9087323,0,0
R030,multiple episodes of elevated blood pressure,R030,0.91998476,1,1
Z8739,osteomyelitis complicated,M8649,0.93162984,0,0
R112,N/V. Still with constipation,K5900,0.92321837,0,0
L8990,chronic left pressure ulcer,L97528,0.9413729,0,0
N186,ESRD - on M- friday daily dialysis,Z992,0.89539266,0,0
R252,hand spasms,K594,0.9325712,0,1
L03115,right foot reflective cellulitis,L03011,0.9451736,0,1
M009,Infection of left knee,M01X62,0.9609166,0,0
C3490,lung adenocarcinoma,C3431,0.92282426,0,0
Z794,"Pancreatitis secondary to Hypertriglyceridemia, patient is doing well on insulin",K8530,0.9192424,0,0
J84112,Acute exacerbation of Idiopathic pulmonary fibrosis,J84112,0.9531279,1,1
H269,Cataract of left eye,H26492,0.9576899,0,0
J9811,atelectasis is seen in both lungs,J9811,0.9452736,1,1
R079,right chest pain,M25511,0.9543667,0,0
B961,wound cultures grew Klebsiella,J150,0.8975378,0,1
E119,"DM , Depression ",F321,0.92726564,0,0
Z8701,Pneumonia due to Severe acute respiratory syndrome coronavirus,J1281,0.97620213,0,0
L03039,fifth toe cellulitis,L03031,0.9240593,0,1
F0390,"dementia, diabetes mellitus ",F02B0,0.9380929,0,0
D649,"anemia, sepsis ",R6521,0.938166,0,0
S90423A,great toe blister,S90422D,0.9471312,0,0
N179,AKI ON CKG stage 3,N1830,0.9214213,0,0
L0390,Cellulitis [Scrotal,L03314,0.9364754,0,0
R7881,bacteremia as he complains of chills,R6883,0.9297538,0,1
Z3A11,11 week intrauterine,Z3A11,0.9644651,1,1
N179,right IJ Perm-A-Cath for AKI,S37001D,0.8794197,0,0
M5126,disc protrusion posteriorly at L4-5 and L5-S1,M5125,0.9309581,0,0
R188,Abdominal ascites  Gallbladder,K7031,0.92344487,0,0
I509,decompensated    CHF,I5032,0.8981602,0,0
I10,HTN admitted for bradycardia,P2912,0.90843403,0,0
S91311A,laceration right foot,S91321D,0.9530014,0,0
C169,adenocarcinoma of the stomach,C162,0.9460289,0,0
M869,osteomyelitis of lumbar spine as well as left,H05022,0.96012723,0,0
R45851,Suicide Ideation,R45851,0.98237073,1,1
S72001A,fractured Rt hip,S72141D,0.9252773,0,0
R0602,sob asthma exacerbation,J471,0.9121308,0,0
E8770,fluid overload in the left lung,E8779,0.92032826,0,0
Z862,splenomegaly associated with varices,R162,0.926282,0,0
F410,panic   Attack,F410,0.9248884,1,1
D62,slight acute blood loss anemia,D500,0.9329826,0,1
F0781,postconcussion syndrome,F0781,0.99489415,1,1
N289,"renal disease, on peritoneal dialysis",Y841,0.91969377,0,0
Z944,liver (transplant,Z526,0.93582284,0,1
K5520,frontal AVM,Q010,0.9056984,0,0
I6521,right-sided carotid artery stenosis,I6521,0.96596,1,1
M79601,pain to right arm,M79601,0.99706805,1,1
R609,persistent extensive pericholecystic edema,K915,0.8982694,0,0
R109,"abdominal pain, Leukocytosis ] ",R198,0.9241992,0,0
I10,HTN noted with headache,R510,0.92242265,0,0
G40909,"epilepsy, anxiety.",F13180,0.92203045,0,0
W19XXXA,"fall at home, junctional rhythm with bradycardia",G904,0.8867745,0,0
I10,"essential hypertension, chronic",I10,0.96604824,1,1
K5150,acute left-sided colitis,K51514,0.964309,0,0
K449,Stable hiatal hernia,Q401,0.91746366,0,1
Z8719,mild to moderate pancreatitis,S36250D,0.918744,0,0
E1121,progressive diabetic nephropathy,G603,0.92482984,0,0
E6601,"morbidly obese female with past medical history significant for asthma, COPD, diabetes mellitus, hypertension",Z825,0.93182635,0,0
M7120,ruptured Bakers cyst,M7121,0.902987,0,1
F1120,opioid use  at home due to chronic,F11288,0.9339595,0,0
N1330,severe R hydronephrosis,N1339,0.9154934,0,0
I509,congestive heart failure who was admitted for postoperative,I97130,0.9205169,0,0
R1110,"vomiting, likely due to colitis",K521,0.93479264,0,0
K529,gastroenteritis which most likely is viral,J102,0.9185767,0,0
L03115,Cellulitis in the right foot,L03031,0.98010874,0,1
C8510,non-Hodgkin's B cell lymphoma,C858A,0.9554114,0,0
G839,paralysis of the R arm,G8313,0.89948094,0,0
S1093XA,contusion to neck,S1083XS,0.9582677,0,0
M1990,arthrosis tibia,M960,0.917277,0,0
E669,obesity associated complications,K9589,0.92511266,0,0
S7290XA,fracture pattern is that of a femoral,S72112F,0.9234956,0,0
R339,Acute urinary retention due to hematuria,N3001,0.9368389,0,0
S82402A,"left fibula fracture, secondary encounter",M84364A,0.9621614,0,0
E119,insulin-dependent diabetes mellitus with peripheral neuropathy,E1143,0.94720477,0,0
I82509,chronic deep vein thrombosis at the common femoral vein,I82513,0.9562814,0,0
R569,"seizures, We could do a spinal",G4089,0.88258517,0,0
Z87312,L2 compression fracture,S32020A,0.922446,0,0
N179,AKI given dry mucosa,N259,0.88445497,0,0
Z931,acute dislodgment of the G-tube,K310,0.8943776,0,0
K4190,Left Femoral Hernia,M25552,0.93089086,0,0
K7460,Cirrhotic changes within the liver,K717,0.92677736,0,0
G4733,Obstructive sleep apnea Leukocytosis,G4733,0.92205495,1,1
K5792,acute distal colon diverticulitis,K5741,0.93296266,0,0
Z87891,chronic ex-smoker,I2782,0.91737854,0,0
B551,pain just sore,R070,0.90263593,0,0
E119,Diabetes moderately controlled,O24414,0.9084971,0,0
H1130,Subconjunctival Hematoma,L7602,0.91140807,0,0
E669,"obesity, hypothyroidism.",E032,0.9157702,0,0
R109,Abdominal pain with incarcerated,R1013,0.91916484,0,0
N390,exacerbation uti,J441,0.9168881,0,0
I749,right tibial arterial occlusion,I82441,0.94166887,0,0
N189,stage III chronic kidney disease,N1831,0.9679791,0,0
N189,CKD - has ckd,E1122,0.9251237,0,0
J45909,"Asthma, COPD ",J441,0.92811066,0,0
A419,Sepsis  secondary to Proteus,A4152,0.9390585,0,0
J9620,Acute on chronic respiratory failure with metabolic acidosis,E8722,0.9634583,0,0
G939,lesion in the brain,S34111S,0.9223632,0,0
K709,alcoholic liver disease with alcoholic cirrhosis,K7031,0.9720017,0,0
M170,severe osteoarthritis of bilateral knee,M170,0.97416145,1,1
E8342,hypomagnesemia type 2,E8342,0.95542693,1,1
M1990,Osteoarthritis of thetalonavicular joint,M19272,0.92216474,0,0
G9340,Encephalopathy Likely hypoxic,P9163,0.93891644,0,0
R000,Tachycardia Secondary to blood loss,D500,0.9221445,0,0
R197,"Diarrhea, likely from influenza",J112,0.93556696,0,0
I517,lead ventricular hypertrophy,M89322,0.9152765,0,0
M75102,rotator cuff tear of the left shoulder,M75122,0.95732385,0,0
R0600,"PND, lower extremity",M51361,0.9106368,0,0
M25529,elbow had improved as far as the pain,M25522,0.9301019,0,0
R609,"edema, hypertension.",J384,0.92489946,0,1
Z86718,Left LE DVT,I82442,0.9323028,0,0
K922,UGIB,K250,0.8932102,0,0
D179,lipoma in the midline,N8111,0.9234668,0,0
S383XXA,laceration to the side of his face,S25812D,0.94681334,0,0
R1031,severe RLQ pain,G90523,0.9074743,0,0
F1120,"opiate dependence, currently controlled",F1121,0.91736037,0,1
N281,Benign right renal cyst,D3001,0.9643198,0,0
L8990,Decubitus ulcer with osteomyelitis of the right ischium,M86461,0.9356451,0,0
R7881,bacteremia sepsis,R7881,0.9818965,1,1
G9389,respiratory depression hypoxia,J9601,0.9430687,0,0
K8050,"CHOLEDOCHOLITHIASIS, PANCREATITIS ",K87,0.9298048,0,0
M79606,pain to bilateral lower legs,M79662,0.96698725,0,0
R339,acute urine retention,R338,0.94101524,0,1
Z1611,staphylococcus hominus bacteremia,R7881,0.9277897,0,0
I5021,acute systolic heart failure,I5021,0.98454666,1,1
M25572,Pain mortise left ankle,M25572,0.93923247,1,1
Z8701,pneumonia  was admitted to the hospital for acute,J151,0.92226756,0,0
R102,pelvic pain mild,R102,0.9466417,1,1
G44209,Tension-type headache [severe,G44221,0.95947444,0,1
K812,Acute on chronic severe cholecystitis,K812,0.9706198,1,1
B551,Rt great toe sore,S91201S,0.9024687,0,0
R0602,Shortness of breath - likely secondary to significant anemia,R0602,0.94495624,1,1
C189,primary colonic neoplasm,D122,0.94457155,0,0
Z21,"hiv , syphilis.",A5277,0.94256854,0,0
J398,stricture of the trachea,I771,0.9468957,0,0
M810,demineralization with acute,D62,0.9041858,0,0
E872,slight metabolic acidosis,E8721,0.9406034,0,0
I129,"hypertension, chronic kidney disease ",I132,0.9618871,0,0
S8002XA,contusion #3 left knee,S8002XD,0.9532616,0,1
M7989,chronic left leg swelling,I82532,0.92955875,0,0
G9341,metabolic encephalopathy hypernatremia,G9341,0.9647372,1,1
I639,Acute Right Basal Ganglia cerebrovascular accident,I63011,0.9156015,0,0
L89154,Pressure ulcer stage 4 [Sacral,L89154,0.9843038,1,1
M79644,right 3rd finger pain,M79644,0.9576402,1,1
